model,transform,condition,ed_over_d
QNN,identity,1.0,0.8984248324316566
QNN,pairing=11;m=+1,6.854101966249688,0.8409663698223984
QNN,pairing=11;m=+2,33.970562748477185,0.7488311738462695
QNN,pairing=11;m=+3,118.9915960451559,0.6745302087914581
QNN,pairing=11;m=+4,321.99689437999075,0.6225685425250607
QNN,pairing=11;m=+5,726.9986244815769,0.5881229999610149
QNN,pairing=12;m=-5,726.9986244815769,0.5798672513897002
QNN,pairing=12;m=-4,321.99689437999075,0.6144886255975359
QNN,pairing=12;m=-3,118.9915960451559,0.6676288630578541
QNN,pairing=12;m=-2,33.970562748477185,0.7449138448559509
QNN,pairing=12;m=-1,6.854101966249688,0.8420836885001467
QNN,pairing=12;m=+1,6.854101966249688,0.8343741719927606
QNN,pairing=12;m=+2,33.970562748477185,0.7375950748632921
QNN,pairing=12;m=+3,118.9915960451559,0.6620334960037735
QNN,pairing=12;m=+4,321.99689437999075,0.6103985025651908
QNN,pairing=12;m=+5,726.9986244815769,0.5769093526468192
QNN,pairing=13;m=-5,726.9986244815769,0.5962086584127684
